#-----------------------------------------------------------
#----------------- data samples ----------------------------
#-----------------------------------------------------------
# BLOCK                 COLOR      NAME                  LABEL                     LOCATION OF TREES                                               XSEC     ISDATA               
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#-SAMPLES-FOR-Z+JETS----------------------------------------------------------
#TT       r.kRed      TTJets         TTJets                             /eos/uscms/store/user/lpcsusyhiggs/ntuples/MetStudies/2017/TTJets_TuneCP5_13TeV-madgraphMLM-pythia8/TTJets_TuneCP5_13TeV-madgraphMLM-pythia8/crab_TTJets_TuneCP5_13TeV-madgraphMLM-pythia8/211101_225233/0000/               88287.0        0    1   0  0 
#TT      r.kRed     TTJets  TTJets   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/WZ_2017              88287.0        0    1   0  0  2017
#EW      r.kBlue     WZ    WZ    /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/WZ_2017 27.6     0    1   0  0
DYNLO      r.kYellow+1   DYJetsToLLM50NLO    DYJetsToLLM50NLO   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/DYJetsToLLM50NLO_2017            6529        0    1   0  0  2017
DYNLO      r.kYellow+1   DYJetsToLLM10to50NLO DYJetsToLLM10to50NLO   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/DYJetsToLLM10to50_2017     18610        0    1   0  0  2017
#
DY      r.kYellow   DYJetsToLLM50    DYJetsToLLM50   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/DYJetsToLLM50_2017            6077        0    1   0  0  2017
#DY      r.kYellow   DYJetsToLLM50    DYJetsToLLM50   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/DYJetsToLLM50_2017            6077        0    1   0  0  2017
DY      r.kYellow   DYJetsToLLM10to50 DYJetsToLLM10to50   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/DYJetsToLLM10to50_2017     18610        0    1   0  0  2017
#
TOP     r.kBlue  ST_s-channel ST_s-channel   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/ST_s-channel_2017  3.74        0    1   0  0  2017
TOP     r.kBlue  ST_t-channel_top ST_t-channel_top   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/ST_t-channel_top_2017  115.3        0    1   0  0  2017
TOP     r.kBlue  ST_t-channel_antitop ST_t-channel_antitop   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/ST_t-channel_antitop_2017  69.09        0    1   0  0  2017
TOP     r.kBlue  ST_tW_antitop ST_tW_antitop   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/ST_tW_antitop_2017  35.85       0    1   0  0  2017
TOP     r.kBlue  ST_tW_top ST_tW_top   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/ST_tW_top_2017  35.85       0    1   0  0  2017
TOP     r.kBlue  TTTo2L2Nu TTTo2L2Nu   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/TTTo2L2Nu_2017  88.2870       0    1   0  0  2017
TOP     r.kBlue  TTToSemiLeptonic  TTToSemiLeptonic   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/TTToSemiLeptonic_2017  365.35       0    1   0  0  2017
TOP     r.kBlue  TTToHadronic TTToHadronic   /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/TTToHadronic_2017  377.96       0    1   0  0  2017
TOP     r.kBlue  ttWJets ttWJets  /eos/uscms/store/user/lpcsusyhiggs/ntuples/nAODv9/2Lep/ttWJets_2017  0.4611       0    1   0  0  2017
# 5992151/(5992151+2477852)  5992151 = 0jets for Wjets = 0.707
